Company Name,Company Rating,Global Size,Company Rating,Company Ownership Type,Company Rating,Company Age,Company Rating,Est Yearly Revenue
Platinum Resource Group,4.5,1,4.5,2,4.5,15,4.5,2
"PLAYSTUDIOS, Inc.",3.4,3,3.4,2,3.4,12,3.4,7
PLUMMER,4,2,4,2,4,45,4,4
Plymouth Rock Assurance,3.4,5,3.4,2,3.4,41,3.4,4
Plymouth Rock Assurance,3.5,5,3.5,2,3.5,41,3.5,4
PNC Financial Services Group,3.4,7,3.4,3,3.4,178,3.4,12
Popular,3.8,6,3.8,3,3.8,44,3.8,9
Popular Bank,3.3,5,3.3,13,3.3,32,3.3,7
Porsche,4.2,7,4.2,3,4.2,92,4.2,12
Porter-Leath,3.7,4,3.7,8,3.7,173,3.7,5
Poshmark,4.8,3,4.8,2,4.8,12,4.8,7
PotomacWave Consulting,4.5,3,4.5,2,4.5,16,4.5,6
Power Costs Inc,3.4,3,3.4,2,3.4,31,3.4,4
POWER Engineers,4.1,5,4.1,2,4.1,47,4.1,7
Power Integrations,3.8,4,3.8,3,3.8,35,3.8,7
PowerSchool,3.3,5,3.3,2,3.3,26,3.3,7
Powersolv,4.8,1,4.8,2,4.8,28,4.8,4
Powertek,3.7,2,3.7,2,3.7,22,3.7,5
PPD,3.7,7,3.7,3,3.7,38,3.7,10
PPL,2.4,7,2.4,3,2.4,103,2.4,11
PRA Health Sciences,3.7,7,3.7,3,3.7,47,3.7,7
Practising Law Institute,3.4,3,3.4,8,3.4,90,3.4,6
Praescient Analytics,3.1,2,3.1,2,3.1,12,3.1,4
Praetorian,4.7,2,4.7,2,4.7,13,4.7,4
Precision technologies corp,4.2,3,4.2,2,4.2,15,4.2,4
Precision technologies corp,4.3,3,4.3,2,4.3,15,4.3,4
Preformed Line Products,3.2,5,3.2,3,3.2,76,3.2,7
Preformed Line Products Company,3.3,5,3.3,3,3.3,76,3.3,7
Premier Research Group Limited,3.2,5,3.2,2,3.2,27,3.2,7
Premier Trailer Leasing,4.5,2,4.5,2,4.5,18,4.5,7
"Premier, Inc.",3,5,3,3,3,56,3,9
Presbyterian Healthcare Services,3.3,7,3.3,8,3.3,115,3.3,10
PrideStaff,4.1,6,4.1,2,4.1,45,4.1,7
PrimCorp,4.2,1,4.2,2,4.2,12,4.2,2
"PRIME AE Group, Inc.",2.5,3,2.5,2,2.5,16,2.5,6
Prime Healthcare,2.8,7,2.8,2,2.8,22,2.8,10
Prime Healthcare Services,2.8,7,2.8,2,2.8,22,2.8,10
Prime Therapeutics LLC,3,5,3,2,3,36,3,10
PrimeLending,3.7,5,3.7,2,3.7,37,3.7,7
Primera Engineers,3.5,3,3.5,2,3.5,36,3.5,5
Primex Plastics,3,5,3,13,3,58,3,7
"PRIMUS Global Services Inc.,",3.7,4,3.7,2,3.7,21,3.7,4
"PRIMUS Global Services, Inc",3.7,4,3.7,2,3.7,21,3.7,4
Primus Software Corp,3.4,2,3.4,2,3.4,27,3.4,5
Principal Financial Group,3.6,7,3.6,3,3.6,144,3.6,12
Principle Group,1,1,1,7,1,8,1,1
Procede Software,3.4,2,3.4,2,3.4,22,3.4,4
Procter & Gamble,4.1,7,4.1,3,4.1,186,4.1,12
Proctorio,5,2,5,2,5,10,5,3
Production Resource Group,3.1,5,3.1,2,3.1,28,3.1,7
Productive Edge,4.1,2,4.1,2,4.1,15,4.1,4
Professional Enrollment Concepts,3.3,1,3.3,2,3.3,12,3.3,2
Professional Plastics,3.9,3,3.9,2,3.9,39,3.9,7
Professional Staffing Group,3.9,2,3.9,2,3.9,27,3.9,5
Progenity,3.5,4,3.5,2,3.5,12,3.5,5
Progressive Insurance,3.8,7,3.8,3,3.8,86,3.8,12
Progressive Leasing,4.5,5,4.5,3,4.5,24,4.5,10
Project Farma,4.5,2,4.5,2,4.5,10,4.5,4
Prolim Global,3.3,3,3.3,2,3.3,18,3.3,5
PROLIM Global Corporation,3.3,3,3.3,2,3.3,18,3.3,5
ProMedica,3.2,7,3.2,8,3.2,37,3.2,8
Proofpoint,3.8,5,3.8,3,3.8,21,3.8,7
ProPharma Group,3,5,3,2,3,22,3,6
"ProSciento, Inc.",3,2,3,2,3,20,3,5
Pro-Sphere Tek,3.3,3,3.3,2,3.3,17,3.3,6
Prosum,4,3,4,2,4,27,4,5
Protection Strategies Inc,3.5,2,3.5,2,3.5,25,3.5,4
Protingent,4.4,2,4.4,2,4.4,22,4.4,5
Protingent Staffing,4.4,2,4.4,2,4.4,22,4.4,5
Protiviti,4.1,5,4.1,3,4.1,21,4.1,9
Proudfoot,2.9,2,2.9,13,2.9,77,2.9,6
Providence Health & Services,3.4,7,3.4,8,3.4,168,3.4,7
Prudent Technologies & Consulting,4.7,2,4.7,2,4.7,25,4.7,5
Prudent Technologies and Consulting,4.2,2,4.2,2,4.2,25,4.2,5
Prudential,3.6,7,3.6,3,3.6,148,3.6,12
Prutech Solutions,3.6,3,3.6,2,3.6,25,3.6,5
Prutech Solutions,3.8,3,3.8,2,3.8,25,3.8,5
"PruTech Solutions, Inc.",3.8,3,3.8,2,3.8,25,3.8,5
PSCU,3.7,5,3.7,2,3.7,46,3.7,7
pSemi,3.7,4,3.7,2,3.7,33,3.7,7
PSG Global Solutions,3.9,5,3.9,2,3.9,14,3.9,5
PSI Pax,4.1,2,4.1,4,4.1,18,4.1,4
PTC,3.7,6,3.7,3,3.7,38,3.7,9
"PTC Therapeutics, Inc.",3,4,3,3,3,25,3,7
Public Consulting Group,2.9,5,2.9,2,2.9,37,2.9,7
"Public Consulting Group, Inc.",4.2,2,4.2,10,4.2,36,4.2,4
"Public Health Foundation Enterprises, In",3.3,5,3.3,8,3.3,55,3.3,6
Public Storage,3.4,6,3.4,3,3.4,51,3.4,10
Publicis Groupe,3.4,7,3.4,3,3.4,97,3.4,11
Publicis Worldwide,3.4,7,3.4,3,3.4,97,3.4,11
PubNub,4.1,2,4.1,2,4.1,12,4.1,4
PulsePoint,4.4,2,4.4,2,4.4,12,4.4,7
PURE Group of Insurance Companies,4.2,4,4.2,2,4.2,17,4.2,9
pureIntegration,3.4,2,3.4,2,3.4,19,3.4,4
Pushnami,4.6,1,4.6,2,4.6,6,4.6,5
PwC,3.8,7,3.8,2,3.8,25,3.8,11
Pyramid,4.2,2,4.2,2,4.2,28,4.2,4
Pyramid Consulting,3.7,5,3.7,2,3.7,27,3.7,7
"Pyramid Consulting, Inc",3.7,5,3.7,2,3.7,27,3.7,7
"Pyramid Consulting, Inc",3.1,7,3.1,3,3.1,42,3.1,12
"Pyramid Consulting, Inc.",3.7,5,3.7,2,3.7,27,3.7,7
"Pyramid Technology Solutions, Inc.",3.9,2,3.9,2,3.9,29,3.9,4
Q Analysts,4.3,3,4.3,2,4.3,20,4.3,5
"Q2 Software, Inc",3.1,5,3.1,3,3.1,19,3.1,7
Q2eBanking,3.1,5,3.1,3,3.1,19,3.1,7
Q2eBanking,3.2,5,3.2,3,3.2,19,3.2,7
Qatalys,4.2,2,4.2,2,4.2,28,4.2,3
QBE,3.2,7,3.2,3,3.2,137,3.2,12
"QRC Group, LLC",4.6,2,4.6,2,4.6,25,4.6,1
Qstride,4.7,1,4.7,2,4.7,11,4.7,2
"Quadrant, Inc",4.8,4,4.8,2,4.8,21,4.8,5
"Quadrant, Inc.",4.8,4,4.8,2,4.8,21,4.8,5
"Quadrant, Inc.",4.7,4,4.7,2,4.7,21,4.7,5
Qualcomm,4,7,4,3,4,38,4,12
Qualcomm Incorporated,4,7,4,3,4,38,4,12
Qualys,3,4,3,3,3,24,3,7
Qualys,2.9,4,2.9,3,2.9,24,2.9,7
Quantech Services,3.7,3,3.7,2,3.7,24,3.7,6
Quantum Integrators Group,3.6,2,3.6,2,3.6,18,3.6,4
Quartus Engineering,4.6,2,4.6,2,4.6,26,4.6,5
Quest Analytics,3.8,2,3.8,2,3.8,20,3.8,5
Quest Diagnostics,3.3,7,3.3,3,3.3,56,3.3,11
QuEST Global,3.1,7,3.1,2,3.1,26,3.1,7
Quest Integrity,2.9,3,2.9,3,2.9,27,2.9,6
Quest Software,3.1,5,3.1,2,3.1,36,3.1,8
QUICK SERVICES LLC,4.7,2,4.7,2,4.7,20,4.7,4
"Quicksilver Scientific, Inc",3.1,2,3.1,2,3.1,16,3.1,5
Quidel Corporation,2.6,5,2.6,3,2.6,44,2.6,7
"Quiksilver, Inc.",3.7,6,3.7,2,3.7,54,3.7,9
QuinStreet,3.2,4,3.2,3,3.2,24,3.2,7
Quotient Sciences,3.6,4,3.6,2,3.6,33,3.6,6
Quotient Technology Inc.,2.9,4,2.9,3,2.9,25,2.9,7
QVC,3.2,7,3.2,13,3.2,37,3.2,11
"QVC, Inc.",3.2,7,3.2,13,3.2,37,3.2,11
R+L Carriers,3.5,7,3.5,2,3.5,58,3.5,10
Raba-Kistner,4.2,3,4.2,2,4.2,55,4.2,6
Rabobank America,3.7,7,3.7,2,3.7,125,3.7,12
Rackspace,3.6,6,3.6,2,3.6,25,3.6,10
Radian Group,3.7,5,3.7,3,3.7,46,3.7,9
Radian Group Inc.,3.7,5,3.7,3,3.7,46,3.7,9
Radiant Plumbing & Air Conditioning,4.7,2,4.7,2,4.7,24,4.7,4
Rady Children's Hospital,3.3,5,3.3,8,3.3,69,3.3,8
Rady Children's Hospital,3.5,5,3.5,8,3.5,69,3.5,8
Rakuten,3.5,7,3.5,3,3.5,26,3.5,12
RampRate,3.7,1,3.7,2,3.7,22,3.7,2
Ramsey Solutions,3.8,4,3.8,2,3.8,32,3.8,7
Ramy Infotech,3.1,2,3.1,3,3.1,13,3.1,1
Randolph-Brooks Federal Credit Union,3.3,4,3.3,8,3.3,71,3.3,7
Randstad,3.7,7,3.7,3,3.7,63,3.7,12
Rang Technologies Inc.,4.5,2,4.5,2,4.5,18,4.5,4
Rangam Consultants Inc.,4.1,3,4.1,2,4.1,28,4.1,4
Raymond James Financial,3.8,7,3.8,3,3.8,61,3.8,11
Raytheon Intelligence & Space,3.5,7,3.5,13,3.5,3,3.5,12
Raytheon Missiles & Defense,3.3,7,3.3,13,3.3,3,3.3,12
RBC,3.9,7,3.9,3,3.9,154,3.9,12
RBR Technologies,5,2,5,2,5,12,5,4
RCM Technologies,3.4,5,3.4,3,3.4,52,3.4,7
Rea & Associates,4.3,3,4.3,10,4.3,42,4.3,5
Reaktor,4.8,4,4.8,2,4.8,23,4.8,6
Real Capital Analytics,3.9,2,3.9,2,3.9,23,3.9,5
Real Time Resolutions Inc,3,3,3,2,3,23,3,5
RealPage,2.8,6,2.8,3,2.8,25,2.8,8
Realty Income,4.6,2,4.6,3,4.6,54,4.6,2
Recondo Technology,3.5,2,3.5,2,3.5,16,3.5,5
Recovery Centers of America,3.4,5,3.4,2,3.4,8,3.4,5
Red Hat,4.1,7,4.1,3,4.1,30,4.1,10
Red Hat Inc.,4.1,7,4.1,3,4.1,30,4.1,10
Red River,3.9,4,3.9,2,3.9,28,3.9,7
Red River,4,4,4,2,4,28,4,7
Reddy Ice,2.8,5,2.8,3,2.8,20,2.8,7
Redhorse Corporation,3.6,2,3.6,2,3.6,15,3.6,5
RedStream Technology,4.2,1,4.2,2,4.2,16,4.2,3
Redwood Dental,4.3,3,4.3,2,4.3,41,4.3,4
Refinitiv,3.6,7,3.6,2,3.6,5,3.6,11
Refuse Specialists,4,2,4,2,4,15,4,4
Regions Financial,3.4,7,3.4,3,3.4,52,3.4,11
REI Systems,4,3,4,2,4,34,4,6
"Relevante, Inc",3.1,2,3.1,2,3.1,21,3.1,4
"Relevante, Inc.",3.1,2,3.1,2,3.1,21,3.1,4
"RELI Group, Inc.",4.3,3,4.3,2,4.3,10,4.3,4
Reliable Software Resources,4,4,4,2,4,19,4,6
Reliv International,4.4,3,4.4,3,4.4,35,4.4,5
RELX,3.7,7,3.7,3,3.7,143,3.7,12
RELX Group,3.7,7,3.7,3,3.7,143,3.7,12
Remedi SeniorCare,3.4,5,3.4,2,3.4,21,3.4,7
RemX,3.5,2,3.5,13,3.5,21,3.5,7
Repsol,3.3,7,3.3,3,3.3,36,3.3,9
Republic National Distributing Company,4,6,4,2,4,125,4,11
RePublic Schools,3.3,2,3.3,11,3.3,12,3.3,2
Republic Services,3.4,7,3.4,3,3.4,25,3.4,11
Republican National Committee,3.8,3,3.8,8,3.8,163,3.8,6
"Resideo Technologies, Inc.",2.9,7,2.9,3,2.9,5,2.9,10
ResMed,4.1,6,4.1,3,4.1,34,4.1,10
Resource Informatics Group,4.6,1,4.6,8,4.6,11,4.6,3
"Resource Logistics, Inc.",4.7,2,4.7,2,4.7,26,4.7,4
Restaurant Depot,2.8,6,2.8,2,2.8,33,2.8,11
Retention Science,4.4,2,4.4,2,4.4,10,4.4,3
Revel,3.6,2,3.6,2,3.6,18,3.6,5
Revel IT,5,3,5,2,5,26,5,6
RevenueWell,4.2,2,4.2,2,4.2,13,4.2,5
RevZilla,2.8,3,2.8,2,2.8,16,2.8,7
Rexnord,3.1,6,3.1,3,3.1,131,3.1,10
Rexnord Corporation,3.1,6,3.1,3,3.1,131,3.1,10
Reyes Holdings,3.4,7,3.4,2,3.4,47,3.4,5
Reynolds American,3.3,6,3.3,2,3.3,148,3.3,12
Reynolds and Reynolds,3.5,5,3.5,2,3.5,157,3.5,10
"RF-SMART, a division of ICS",4.7,3,4.7,2,4.7,41,4.7,5
RGP,4.1,5,4.1,3,4.1,27,4.1,8
Rice University,4.5,5,4.5,1,4.5,111,4.5,7
RiceTec,2.9,3,2.9,2,2.9,38,2.9,6
Richemont,3.7,7,3.7,3,3.7,35,3.7,12
Rick Engineering,3.5,3,3.5,2,3.5,68,3.5,5
"Ricondo & Associates, Inc.",4.5,2,4.5,2,4.5,34,4.5,6
Rider Levett Bucknall,3.9,5,3.9,2,3.9,16,3.9,7
"Riffyn, Inc",4.7,1,4.7,2,4.7,9,4.7,1
Rigel Pharmaceutical,3.3,2,3.3,3,3.3,27,3.3,2
Rightpoint,3.8,4,3.8,13,3.8,16,3.8,7
RightWorks Inc,4.4,2,4.4,2,4.4,15,4.4,4
RIM,4.1,3,4.1,2,4.1,26,4.1,7
Rimini Street,3.3,5,3.3,3,3.3,18,3.3,7
"Rimini Street, Inc",3.3,5,3.3,3,3.3,18,3.3,7
Ring Power,3.3,5,3.3,2,3.3,62,3.3,8
"RISE Services, Inc.",2.8,5,2.8,8,2.8,36,2.8,6
Risk Management Solutions (RMS),3.9,5,3.9,2,3.9,34,3.9,7
Riskcare,3.5,2,3.5,2,3.5,29,3.5,3
Riskonnect,3.7,3,3.7,2,3.7,16,3.7,7
Riskonnect Inc,3.7,3,3.7,2,3.7,16,3.7,7
RiskSpan,4.4,2,4.4,2,4.4,22,4.4,4
Ritchie Bros.,3.2,5,3.2,3,3.2,65,3.2,8
RIVA Solutions,3.8,3,3.8,2,3.8,14,3.8,5
RiverPoint,3.8,1,3.8,2,3.8,35,3.8,3
Riverway Business Services,3,1,3,10,3,33,3,3
RMS Computer,3,3,3,2,3,38,3,5
RMS Computer Corp.,3,3,3,2,3,38,3,5
RMS Computer Corporation,3,3,3,2,3,38,3,5
Robert Bosch Tool Corporation,3.1,5,3.1,13,3.1,52,3.1,8
Robert Half,3.5,7,3.5,3,3.5,75,3.5,10
Robertshaw,3,6,3,2,3,124,3,8
Roche,4.1,7,4.1,3,4.1,127,4.1,12
Rockingham County,3.5,5,3.5,6,3.5,47,3.5,6
Rockstar Games,4,5,4,13,4,25,4,4
Rockstar Games,4.1,5,4.1,13,4.1,25,4.1,4
Rockwell Automation,3.7,7,3.7,3,3.7,120,3.7,11
ROI Solutions,4.3,2,4.3,2,4.3,24,4.3,3
Roku,3.9,5,3.9,3,3.9,21,3.9,8
"Rollins, Inc.",3.3,7,3.3,3,3.3,39,3.3,9
Romeo Power,3.1,2,3.1,2,3.1,8,3.1,4
Roosevelt University,3.7,5,3.7,1,3.7,78,3.7,7
Root Insurance,3.8,4,3.8,2,3.8,8,3.8,7
Rootshell Enterprise Technologies Inc.,3.9,2,3.9,2,3.9,21,3.9,4
Rosano Partners,4.8,1,4.8,2,4.8,17,4.8,3
Rose International,4.5,5,4.5,2,4.5,30,4.5,7
Ross Stores,3.3,7,3.3,3,3.3,66,3.3,12
RoundPoint Mortgage Servicing Corporation,3.7,4,3.7,2,3.7,16,3.7,7
RS Software,3,3,3,2,3,36,3,3
RSM,3.8,7,3.8,10,3.8,59,3.8,11
Rubicon Project,3.4,3,3.4,3,3.4,16,3.4,7
RunTitle,4.2,1,4.2,2,4.2,11,4.2,1
Rush University Medical Center,3.9,6,3.9,7,3.9,186,3.9,9
Rushmore Loan Management Services,2.9,4,2.9,2,2.9,15,2.9,3
Russell Tobin & Associates,3.5,2,3.5,13,3.5,13,3.5,4
Rutgers University,4.1,6,4.1,1,4.1,257,4.1,10
"RVM Enterprises, Inc.",2.3,2,2.3,2,2.3,27,2.3,5
RWJBarnabas Health,3.7,7,3.7,8,3.7,41,3.7,9
"Ryan, LLC",4.6,5,4.6,2,4.6,32,4.6,8
"Ryan, LLC",4.7,5,4.7,2,4.7,32,4.7,8
Ryder System,3.1,7,3.1,3,3.1,90,3.1,11
S&C Electric,3.8,5,3.8,2,3.8,112,3.8,8
S&P Global,3.8,7,3.8,3,3.8,135,3.8,11
SA Technologies Inc,4.1,4,4.1,2,4.1,21,4.1,5
Sabert,4.1,5,4.1,2,4.1,40,4.1,8
Sabre,3.4,6,3.4,3,3.4,63,3.4,10
"Sabre Industries, Inc",3.1,5,3.1,2,3.1,46,3.1,8
"Sabre Systems, Inc.",4.7,3,4.7,2,4.7,34,4.7,6
SADA,4.7,2,4.7,2,4.7,23,4.7,6
"Safe-Guard Products International, LLC",3,3,3,2,3,31,3,7
Safelite,3.2,7,3.2,2,3.2,76,3.2,10
Safeway Inc,3.1,7,3.1,2,3.1,108,3.1,12
SAGE Counseling,3,2,3,2,3,25,3,3
Sagence,4.5,1,4.5,2,4.5,14,4.5,4
SAIC,3.7,7,3.7,3,3.7,10,3.7,3
Saicon Consultants Inc,3.3,3,3.3,2,3.3,25,3.3,5
Saicon Consultants Inc.,3.3,3,3.3,2,3.3,25,3.3,5
SailPoint Technologies,4.7,5,4.7,3,4.7,18,4.7,7
Salesforce,4.4,7,4.4,3,4.4,24,4.4,12
Samaritan's Purse,4.3,5,4.3,8,4.3,53,4.3,7
Sammons Financial Group Companies,4.8,5,4.8,2,4.8,27,4.8,9
Samsung Electronics,3.6,7,3.6,3,3.6,54,3.6,12
Samsung Electronics America,2.9,5,2.9,13,2.9,85,2.9,12
Samsung Electronics America Inc,2.9,5,2.9,13,2.9,85,2.9,12
Samsung Research America,3.5,5,3.5,13,3.5,35,3.5,6
Samsung SDS America,3.6,7,3.6,3,3.6,54,3.6,12
San Diego,2.7,3,2.7,1,2.7,54,2.7,3
San Diego County Credit Union,3.1,4,3.1,8,3.1,85,3.1,7
San Diego Gas & Electric,3.6,5,3.6,13,3.6,28,3.6,10
San Diego Gas and Electric Company,3.6,5,3.6,13,3.6,28,3.6,10
San Diego State University,4.2,5,4.2,1,4.2,126,4.2,7
San Mateo-Foster City Elementary,3.3,5,3.3,2,3.3,103,3.3,6
Sandia National Laboratories,3.8,7,3.8,6,3.8,74,3.8,10
Sanofi,3.7,7,3.7,3,3.7,50,3.7,12
Santa Clara Family Health Plan,3.4,3,3.4,6,3.4,26,3.4,9
Santander,3.1,7,3.1,2,3.1,167,3.1,12
Santander Consumer USA,3.1,7,3.1,2,3.1,167,3.1,12
SAP,4.6,7,4.6,3,4.6,51,4.6,12
Saratoga Medical Center,4.1,3,4.1,2,4.1,38,4.1,4
Sartorius,3.5,6,3.5,3,3.5,153,3.5,9
SAS,4.3,7,4.3,2,4.3,47,4.3,10
SAS Institute,3.8,7,3.8,2,3.8,47,3.8,10
"SAS Institute, Inc",3.8,7,3.8,2,3.8,47,3.8,10
SAT Healthcare,3.5,3,3.5,2,3.5,21,3.5,6
Saven Technologies Inc.,3.8,3,3.8,2,3.8,24,3.8,4
Saviynt,3.7,3,3.7,2,3.7,13,3.7,5
Sawdey Solution Services Inc,4.2,3,4.2,3,4.2,22,4.2,5
"Sawdey Solution Services, Inc.",4.2,3,4.2,3,4.2,22,4.2,5
SBG Techology Solutions,3.7,2,3.7,2,3.7,19,3.7,4
Scalability Experts,4.3,1,4.3,2,4.3,21,4.3,2
Scality,4.1,3,4.1,2,4.1,14,4.1,4
SCAN Health Plan,3.2,4,3.2,8,3.2,46,3.2,10
"School Specialty, Inc.",2.7,5,2.7,3,2.7,64,2.7,8
Schrödinger,4.2,3,4.2,3,4.2,33,4.2,6
Schreiber Foods,3.2,6,3.2,2,3.2,78,3.2,10
"SCI Shared Resources, LLC",3.7,7,3.7,3,3.7,61,3.7,10
Science Systems and Applications,4,4,4,2,4,46,4,6
"Science Systems and Applications, Inc",4,4,4,2,4,46,4,6
Scientific Games,3.2,6,3.2,3,3.2,39,3.2,10
Scientific Research Corporation,4.2,5,4.2,2,4.2,35,4.2,7
Scientific Technologies Corporation,2.8,2,2.8,2,2.8,35,2.8,5
SCIEX,3.1,5,3.1,3,3.1,53,3.1,4
SCL Health,3.4,7,3.4,8,3.4,159,3.4,10
Scopus IT,4.2,1,4.2,2,4.2,16,4.2,1
Scotiabank,3.6,7,3.6,3,3.6,191,3.6,12
Scotts Miracle-Gro,4.1,6,4.1,3,4.1,155,4.1,11
Scripps Health,3.6,7,3.6,8,3.6,99,3.6,10
SDI Presence,4,2,4,2,4,27,4,6
SDI Presence LLC,4,2,4,2,4,27,4,6
SDL,3.6,5,3.6,2,3.6,31,3.6,7
Secure-24,3.2,4,3.2,2,3.2,22,3.2,7
Security Service Federal Credit Union,3.5,5,3.5,8,3.5,67,3.5,11
Securonix,3.1,3,3.1,2,3.1,14,3.1,6
Sedgwick Claims Management Services,2.7,7,2.7,2,2.7,54,2.7,10
Segue Technologies,4.6,2,4.6,2,4.6,26,4.6,4
Segue Technologies Inc,4.6,2,4.6,2,4.6,26,4.6,4
SEI,4.6,3,4.6,2,4.6,31,4.6,6
SEI Investments,3.1,5,3.1,3,3.1,55,3.1,9
Select Medical,3.1,7,3.1,3,3.1,27,3.1,11
Selective Insurance,3.4,5,3.4,3,3.4,97,3.4,9
Semantic Research Inc,2.8,2,2.8,2,2.8,22,2.8,4
Sempra Energy,3.9,7,3.9,3,3.9,25,3.9,4
Sempra Energy,3.8,7,3.8,3,3.8,25,3.8,4
Sense Corp,3.8,3,3.8,2,3.8,27,3.8,4
Sensiple Inc.,3.3,4,3.3,2,3.3,24,3.3,5
Sentel Corporation,3.4,4,3.4,2,3.4,37,3.4,6
Seqirus,3.3,5,3.3,3,3.3,8,3.3,1
Sercel,3.4,4,3.4,2,3.4,67,3.4,7
Serco Group,3,7,3,3,3,36,3,11
Sermo,2.9,3,2.9,2,2.9,17,2.9,6
Serverlogic,3.5,1,3.5,2,3.5,31,3.5,4
Service Corporation International,3.6,7,3.6,3,3.6,61,3.6,10
ServiceLink,2.5,5,2.5,13,2.5,56,2.5,8
"ServiceLink, a Black Knight Company",2.5,5,2.5,13,2.5,56,2.5,8
ServiceNow,3.7,7,3.7,3,3.7,19,3.7,10
ServiceNow,3.8,7,3.8,3,3.8,19,3.8,10
"ServiceNow, Inc.",3.7,7,3.7,3,3.7,19,3.7,10
Servient,4,2,4,2,4,19,4,4
Sevatec Inc.,3.8,3,3.8,2,3.8,20,3.8,7
Seven Seven Softwares,3.1,3,3.1,3,3.1,27,3.1,4
Sezzle,4.9,2,4.9,3,4.9,7,4.9,4
Shake Shack,3.5,5,3.5,3,3.5,19,3.5,7
Shamrock Foods,3.4,5,3.4,2,3.4,101,3.4,10
Shands Jacksonville,3.3,5,3.3,8,3.3,39,3.3,8
SharkNinja,3.1,5,3.1,2,3.1,30,3.1,9
Sharp Electronics Corporation,3.9,5,3.9,3,3.9,61,3.9,9
Sharp HealthCare,4,7,4,8,4,77,4,9
Sheetz,3.8,7,3.8,2,3.8,71,3.8,11
Sheetz,3.7,7,3.7,2,3.7,71,3.7,11
SHI International,3.6,5,3.6,2,3.6,34,3.6,12
Shinetech Software,4.6,3,4.6,2,4.6,22,4.6,4
"Shinetech Software, Inc.",4.6,3,4.6,2,4.6,22,4.6,4
ShipStation,3.4,2,3.4,13,3.4,12,3.4,3
Shop LC,3,3,3,2,3,16,3,7
Shorenstein Realty Services L.P.,3.8,3,3.8,2,3.8,99,3.8,6
Shutterfly,3.2,5,3.2,2,3.2,24,3.2,9
Sia Partners,3.9,5,3.9,2,3.9,24,3.9,7
Sidebench,4.5,1,4.5,2,4.5,11,4.5,2
Sidley Austin LLP,4.5,5,4.5,2,4.5,157,4.5,9
Siemens,4,7,4,3,4,180,4,12
Siemens Healthineers,3.9,7,3.9,3,3.9,176,3.9,12
Signature Consultants,3.6,5,3.6,2,3.6,26,3.6,7
Signode,3.2,6,3.2,13,3.2,110,3.2,10
Sikich LLP,3.8,5,3.8,2,3.8,41,3.8,7
Silicon Labs,4.5,5,4.5,3,4.5,27,4.5,8
Silicon Valley Bank,3.5,5,3.5,3,3.5,40,3.5,9
Silvergate Bank,3.7,3,3.7,3,3.7,35,3.7,5
Simmons Bank,3.2,5,3.2,3,3.2,120,3.2,11
Simon & Schuster,2.8,5,2.8,13,2.8,99,2.8,8
SimpleLegal,5,2,5,2,5,10,5,3
Simpson Strong-Tie,3.5,5,3.5,3,3.5,67,3.5,8
Sinai Health System,3,5,3,8,3,105,3,7
Sinclair Broadcast Group,2.8,6,2.8,3,2.8,37,2.8,10
SiO Digital,4.7,1,4.7,2,4.7,8,4.7,2
SIRA Consulting Inc,4.8,1,4.8,2,4.8,11,4.8,3
Sirius XM,3.1,5,3.1,3,3.1,33,3.1,10
SiriusXM,3.1,5,3.1,3,3.1,33,3.1,10
"Six Flags, Inc.",3.5,5,3.5,3,3.5,62,3.5,9
Skanska,3.8,6,3.8,3,3.8,52,3.8,11
SkySource Solutions,4.1,1,4.1,3,4.1,6,4.1,3
Slalom,4.1,6,4.1,2,4.1,22,4.1,9
Slalom LLC.,4.1,6,4.1,2,4.1,22,4.1,9
Slice,4.4,2,4.4,2,4.4,13,4.4,4
Smartbear Software,4.2,4,4.2,2,4.2,14,4.2,6
SmartDrive Systems,3.3,3,3.3,2,3.3,19,3.3,6
SmartLinx Solutions,3.5,2,3.5,2,3.5,23,3.5,5
SmartStream Technologies,3.2,4,3.2,2,3.2,23,3.2,6
SMBC Group,3.4,7,3.4,3,3.4,27,3.4,12
SMITH,4.1,2,4.1,2,4.1,22,4.1,6
Smith & Nephew,3.3,7,3.3,2,3.3,167,3.3,10
Smith Seckman Reid,3.7,4,3.7,2,3.7,55,3.7,6
Smithfield,3.1,7,3.1,13,3.1,87,3.1,12
SNI Financial,3.1,3,3.1,3,3.1,25,3.1,7
Socalgas,4.4,6,4.4,13,4.4,94,4.4,10
Société Générale,3.1,7,3.1,3,3.1,159,3.1,12
Social Solutions,2.8,3,2.8,2,2.8,23,2.8,5
SoftClouds,4.6,2,4.6,2,4.6,18,4.6,3
SOFTHQ INC,4,2,4,2,4,13,4,3
SoftNice Inc,4.1,4,4.1,2,4.1,22,4.1,5
Softpath System LLC,3.9,3,3.9,2,3.9,24,3.9,5
SoftVision - North America,4,5,4,2,4,29,4,7
Software Guidance & Assistance,3.7,2,3.7,2,3.7,42,3.7,6
"Software Resources, Inc.",4.4,2,4.4,2,4.4,31,4.4,4
Sogeti,3.1,5,3.1,13,3.1,56,3.1,7
Solar Turbines,3.8,6,3.8,13,3.8,96,3.8,8
Solekai Systems Corp,4.2,1,4.2,2,4.2,21,4.2,4
Solera,2.4,6,2.4,2,2.4,18,2.4,9
"SolGenie Technologies, Inc.",5,2,5,2,5,16,5,4
Solugenix,4.3,3,4.3,2,4.3,54,4.3,6
